,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,marital-status,occupation,relationship,race,sex,native-country
0,0.1095890410958904,0.12261798977851868,0.6426839232444763,0.0,7.782151286974411e-25,0.3880895972251892,0.005956679582595825,1.0,0.8086773753166199,1.0,1.0,1.0,0.9994257688522339
1,0.2328767123287671,0.12648513913154602,0.33333333333333337,0.0026063919067382812,1.1993979569524527e-06,0.4241240620613098,0.15848833322525024,1.9396496791444858e-20,0.9597344398498535,1.1598385012828727e-12,0.9643477201461792,1.0,1.0
2,0.0958904109589041,0.12379568815231323,0.6,0.0050505101680755615,1.1297681339783594e-05,0.41877639293670654,0.1975097358226776,1.1998603921474613e-15,0.9865257740020752,1.1340102190615653e-09,0.9658306241035461,0.0,0.9999996423721313
3,0.5205479452054793,0.17669075727462769,0.6514043807983398,0.0,3.485465198364411e-27,0.5148964524269104,7.903738151071593e-06,9.951584129318249e-18,0.9999988079071045,1.759005166468322e-27,1.0,1.0,1.0
4,0.1232876712328767,0.12206712365150452,0.6387934684753418,0.0,1.795612134440033e-23,0.3832838237285614,0.013849973678588867,1.0,0.8721437454223633,1.0,1.0,0.0,0.9997773766517639
5,0.0410958904109589,0.13585606217384338,0.6353554129600525,0.03646233677864075,0.031985968351364136,0.43793150782585144,0.059398353099823,0.21976429224014282,1.0,0.1755431890487671,0.9889467358589172,1.0,0.9311537742614746
6,0.27397260273972607,0.12023133039474487,0.6226664185523987,0.0,2.7172644894350544e-16,0.3923824429512024,0.29980233311653137,1.0,0.5937883853912354,1.0,1.0,0.0,0.9998499155044556
7,0.2328767123287671,0.12102815508842468,0.6267431974411011,0.0,4.269844929687641e-20,0.38548916578292847,0.13172179460525513,1.0,0.8885605931282043,1.0,1.0,0.0,0.9999847412109375
8,0.1095890410958904,0.12281531095504761,0.6432995796203613,0.0,1.1219246816415295e-26,0.37632879614830017,0.0048941969871521,1.0,0.9635316133499146,1.0,1.0,1.0,0.9999435544013977
9,0.0684931506849315,0.12008848786354065,0.6270279884338379,0.0,1.3956459380922489e-14,0.3982281982898712,0.19029301404953003,1.0,0.17006728053092957,1.0,0.9999988079071045,1.0,0.9873549938201904
10,0.0821917808219178,0.12341499328613281,0.647473931312561,0.0,4.443730420011238e-28,0.3843369483947754,0.0019166767597198486,1.0,0.9218653440475464,1.0,1.0,1.0,0.9998029470443726
11,0.5068493150684932,0.16152244806289673,0.6310402154922485,0.0,1.5532074647742149e-24,0.4867641031742096,0.0011250078678131104,4.233657017625389e-14,0.9999963045120239,1.832489602088913e-21,1.0,1.0,1.0
12,0.2054794520547945,0.09397450089454651,0.546322226524353,0.0053764283657073975,0.0095139741897583,0.4003015458583832,0.9642174243927002,1.0,0.04518851637840271,0.9934476613998413,0.7678243517875671,1.0,0.905181884765625
13,0.5342465753424657,0.12211871147155762,0.6382201910018921,0.0,3.9555515813404946e-19,0.4142853021621704,0.0178871750831604,1.0,0.04422786831855774,1.0,0.9993970394134521,0.0,0.8778436183929443
14,0.0958904109589041,0.12194198369979858,0.6371722221374512,0.0,1.509306212503297e-18,0.4140615463256836,0.022717565298080444,1.0,0.041626691818237305,1.0,0.9991941452026367,1.0,0.8743445873260498
15,0.1232876712328767,0.1221381425857544,0.6392200589179993,0.0,8.969275917159624e-24,0.382856547832489,0.012532055377960205,1.0,0.8835592269897461,1.0,1.0,0.0,0.999801754951477
16,0.0684931506849315,0.12322217226028442,0.6456012725830078,0.0,1.5095979368197798e-28,0.3731772005558014,0.002776235342025757,1.0,0.9827495813369751,1.0,1.0,1.0,0.9999778866767883
17,0.0,0.12179809808731079,0.6377410888671875,0.0,1.9393231285950478e-21,0.3916657865047455,0.019096702337265015,1.0,0.5939586758613586,1.0,1.0,1.0,0.9981706142425537
18,0.0410958904109589,0.12411299347877502,0.5333333333333333,0.005733877420425415,1.4909143828845117e-05,0.4198315143585205,0.18866220116615295,8.92793902229714e-16,0.9284981489181519,9.681626611524052e-10,0.9650545716285706,1.0,0.9999995827674866
19,0.2602739726027397,0.1566322147846222,0.6256341934204102,0.0,3.505888136052516e-23,0.4777759909629822,0.00472220778465271,7.015025496256988e-13,0.9999915361404419,1.8910072585998197e-19,1.0,1.0,1.0
20,0.1643835616438356,0.1560901403427124,0.626116931438446,0.0,1.0219704386735243e-22,0.47712600231170654,0.0047088563442230225,9.482589409873232e-13,0.9999872446060181,3.069747386306127e-19,1.0,1.0,1.0
21,0.0410958904109589,0.13659831881523132,0.6390988230705261,0.04785639047622681,0.03777649998664856,0.44032150506973267,0.051503658294677734,0.11122149229049683,1.0,0.07452794909477234,0.9891602993011475,1.0,0.9308393001556396
